"celltype","gene","contrast","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","method"
"Endothelial","HSD17B11","disease_vs_control",1.04912077559368e-05,-1.51815957291855,0.09,0.231,0.241224339932255,"Seurat_LR_cell_level_exploratory"
"Endothelial","GXYLT2","disease_vs_control",1.05021823305876e-05,3.28043747311617,0.176,0.013,0.2414766783272,"Seurat_LR_cell_level_exploratory"
"Endothelial","HIVEP2","disease_vs_control",1.06522354253265e-05,-1.4272010452078,0.245,0.417,0.244926849134532,"Seurat_LR_cell_level_exploratory"
"Endothelial","VEPH1","disease_vs_control",1.06583975768198e-05,6.65598332787729,0.09,0,0.245068535483817,"Seurat_LR_cell_level_exploratory"
"Endothelial","USP36","disease_vs_control",1.10171582728828e-05,-1.77634379225574,0.149,0.301,0.253317520168395,"Seurat_LR_cell_level_exploratory"
"Endothelial","RP11-404I7.2","disease_vs_control",1.10575747481688e-05,6.73174408188758,0.09,0,0.254246816184645,"Seurat_LR_cell_level_exploratory"
"Endothelial","SON","disease_vs_control",1.11317093982313e-05,1.12228372887345,0.601,0.333,0.255951394193533,"Seurat_LR_cell_level_exploratory"
"Endothelial","HNRNPA1","disease_vs_control",1.11752359472067e-05,-2.73744376834766,0.027,0.141,0.256952200134123,"Seurat_LR_cell_level_exploratory"
"Endothelial","SRPX2","disease_vs_control",1.13774962994467e-05,2.50476798381023,0.176,0.032,0.261602772413179,"Seurat_LR_cell_level_exploratory"
"Endothelial","SAP30BP","disease_vs_control",1.21554958846533e-05,2.29940831467805,0.202,0.045,0.279491316875834,"Seurat_LR_cell_level_exploratory"
"Endothelial","TIE1","disease_vs_control",1.21667530577044e-05,1.3964095437851,0.457,0.167,0.279750153055796,"Seurat_LR_cell_level_exploratory"
"Endothelial","USP48","disease_vs_control",1.21842384318267e-05,1.03192736807607,0.473,0.205,0.280152194262992,"Seurat_LR_cell_level_exploratory"
"Endothelial","EPB41L1","disease_vs_control",1.22629557462026e-05,6.79557026888247,0.112,0,0.281962141472437,"Seurat_LR_cell_level_exploratory"
"Endothelial","HSPA1B","disease_vs_control",1.25511134263369e-05,-3.2632109181627,0.016,0.115,0.288587751011765,"Seurat_LR_cell_level_exploratory"
"Endothelial","PVT1","disease_vs_control",1.28990479519805e-05,-0.846309874365186,0.404,0.551,0.296587809559888,"Seurat_LR_cell_level_exploratory"
"Endothelial","IL18","disease_vs_control",1.31769355959055e-05,3.6919632715515,0.128,0.013,0.302977280156655,"Seurat_LR_cell_level_exploratory"
"Endothelial","MYH9","disease_vs_control",1.33836463186997e-05,-0.905390250966041,0.606,0.699,0.307730179805861,"Seurat_LR_cell_level_exploratory"
